Age,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLabel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Attrition
0.008342998196906572,-0.02375548817107146,4,1,1,3,3,2,0.49530233606384866,24666,-0.6780493930322936,0,13,3,4,1,-0.2930769296747854,2.4833959938131165,3,0.32522751910309133,0.21280194070989908,1.4938670923934996,0.8065414765793012,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3201625558062908,-0.8875151110697495,4,4,1,2,1,3,-0.7935931653508072,8416,0.12286069757234411,0,12,3,3,1,0.34975071374797573,0.1557070814399298,3,-0.0013328996684553085,-0.33939373950819707,0.8730062991171511,0.8065414765793012,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.10115885313749257,0.2230329755142651,4,2,0,2,2,4,0.03167391798162329,14369,0.523315742874663,0,13,3,1,1,-0.42164245835933756,-0.6201892226844657,2,-0.16461310905422863,-0.33939373950819707,-0.6791456840737199,-1.1559347102263289,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.7581699611438873,-1.0109093429124179,1,4,1,2,2,4,-0.29256850456350775,15998,-0.6780493930322936,1,12,3,3,2,-0.16451140099023315,-1.3960855268088614,2,0.48850772848886465,1.0410954610370433,0.2521455058408027,-1.1559347102263289,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.1961773664814839,-0.5173324155417446,3,4,0,2,1,3,-0.7515223923075989,21378,-1.0785044383346125,0,18,3,4,0,-0.8073390444129942,-0.6201892226844657,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-1.1559347102263289,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-0.5391662584750891,-0.8875151110697495,1,3,0,3,1,1,-0.7810569248985381,14947,-0.6780493930322936,0,12,3,3,3,-1.3216011591512031,0.1557070814399298,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.008342998196906572,-0.02375548817107146,3,2,1,3,1,4,-0.8875087294169591,11411,-0.6780493930322936,1,12,3,3,3,-0.9359045730975464,0.1557070814399298,2,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-0.42966440714069,-0.02375548817107146,4,1,0,3,2,1,0.3656903585064896,18385,-1.0785044383346125,1,17,3,1,0,-0.678773515728442,0.1557070814399298,3,-0.32789331844000197,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
-1.0866755151470848,0.8400041347276065,4,3,0,3,1,2,-0.7844565833262721,12086,2.5255909693862573,0,14,3,2,1,-0.9359045730975464,-0.6201892226844657,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.8676718124782865,-0.270543951856408,3,4,1,3,1,1,-0.9436030934745703,19384,0.12286069757234411,0,14,3,2,0,-0.03594587230568093,-0.6201892226844657,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.8843578088720997,-0.8875151110697495,2,2,1,1,2,3,0.027424344946955784,12388,-1.0785044383346125,0,13,3,1,0,-0.2930769296747854,0.1557070814399298,3,0.16194730971731802,0.7649976209279952,0.2521455058408027,-0.8755809692540959,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
-1.1961773664814839,-0.7641208792270812,1,3,1,3,1,1,-0.7226252956718597,6582,-1.0785044383346125,0,22,4,3,0,-0.5502079870438897,-0.6201892226844657,3,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,-0.0345197463373974,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
-0.42966440714069,-0.270543951856408,2,4,1,3,2,3,-0.11366147980400555,18079,-0.6780493930322936,0,20,4,3,3,-0.2930769296747854,-0.6201892226844657,3,0.32522751910309133,0.7649976209279952,-0.058284890797371494,1.086895217551534,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.3056792178158831,1.0867925984129432,1,1,1,4,2,3,-0.05756711574639442,12477,-0.27759434772997477,0,11,3,2,0,-0.678773515728442,0.1557070814399298,2,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2.1983800248848895,-1.0109093429124179,4,4,1,3,2,3,0.05355921911016097,2967,-0.27759434772997477,0,11,3,3,0,0.4783162424325279,-0.6201892226844657,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.10115885313749257,0.7166099028849382,3,1,1,3,2,3,-0.3546122708696534,7858,1.7246808787816195,0,14,3,2,1,-0.2930769296747854,0.1557070814399298,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.5246829204846812,-0.14714972001373974,1,4,1,2,1,3,-0.5341567315843557,20586,-0.6780493930322936,1,11,3,1,0,-0.8073390444129942,-0.6201892226844657,3,-0.32789331844000197,-0.063295899399149,-0.3687152874355457,-0.5952272282818631,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.9771736638126857,-0.02375548817107146,3,3,0,3,1,3,-0.8766723181785571,9834,0.9237707881769818,0,18,3,2,1,-0.678773515728442,-0.6201892226844657,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1.4151810691502822,-0.7641208792270812,2,1,0,3,2,3,-0.4092192843651309,24785,2.5255909693862573,0,14,3,1,0,-0.9359045730975464,0.1557070814399298,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-1.1559347102263289,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
-1.3056792178158831,-0.14714972001373974,3,4,1,4,2,2,-0.351000133790186,15678,-1.0785044383346125,0,22,4,3,1,-0.9359045730975464,0.9316033855643254,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0.33684855220010396,1.950552221311621,4,4,1,2,3,2,0.5505467855145263,17235,-0.27759434772997477,1,12,3,3,0,-0.2930769296747854,-0.6201892226844657,3,-0.32789331844000197,-0.063295899399149,-0.3687152874355457,-1.1559347102263289,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
-0.10115885313749257,-1.0109093429124179,2,2,1,3,2,4,-0.06415395395012906,2823,-0.6780493930322936,1,14,3,4,1,0.8640128284861845,-1.3960855268088614,2,1.794749403575051,2.6976825016913315,0.5625759024789769,1.9279564404682326,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0.9938596602064987,-0.5173324155417446,2,2,1,3,2,2,-0.31487876299551215,10425,2.1251359240839385,1,22,4,4,1,0.6068817711170802,-0.6201892226844657,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.5952272282818631,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.979376322216091,-0.8875151110697495,3,4,1,3,5,1,2.837879471424314,21199,0.9237707881769818,1,13,3,4,1,1.6354060005934978,-0.6201892226844657,3,-0.32789331844000197,-0.6154915796172451,-0.3687152874355457,-0.0345197463373974,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.3201625558062908,-0.8875151110697495,3,4,1,3,2,4,-0.04864301237359265,18686,-0.6780493930322936,0,22,4,3,0,-0.678773515728442,1.707499689688721,3,-0.16461310905422863,0.21280194070989908,-0.3687152874355457,-0.0345197463373974,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.2106607044718917,-1.0109093429124179,3,1,0,3,2,3,-0.349300304576319,6698,-0.6780493930322936,0,16,3,4,0,-0.8073390444129942,0.1557070814399298,3,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.8676718124782865,0.09963874367159682,3,4,1,3,1,2,-0.893670610317227,17967,-0.6780493930322936,0,14,3,4,2,-1.193035630466651,-0.6201892226844657,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.11784484953130571,-0.6407266473844129,2,4,0,3,1,3,-0.6792796507182511,26176,1.7246808787816195,0,19,3,4,1,-0.5502079870438897,1.707499689688721,2,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.22734670086570485,-0.3939381836990763,3,4,1,3,1,1,-0.8709353945817558,4303,1.7246808787816195,1,21,4,4,0,-0.42164245835933756,-0.6201892226844657,1,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.10115885313749257,-0.8875151110697495,4,4,0,3,2,2,0.0975423000189697,19573,0.523315742874663,1,22,4,4,1,0.4783162424325279,-0.6201892226844657,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.22734670086570485,-0.02375548817107146,2,1,1,3,2,1,-0.28725653827017333,12315,-0.6780493930322936,0,25,4,4,1,-0.16451140099023315,0.1557070814399298,3,0.48850772848886465,-1.1676872598353414,1.4938670923934996,1.3672489585237668,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.979376322216091,1.0867925984129432,4,3,1,3,2,2,-0.02505788203118797,12992,0.12286069757234411,1,14,3,4,2,0.7354472998016324,0.1557070814399298,3,0.16194730971731802,0.7649976209279952,1.1834366957553253,0.8065414765793012,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.5558522548689022,-0.8875151110697495,1,2,1,3,1,4,-0.8473502642393512,9068,0.9237707881769818,1,14,3,4,0,-0.42164245835933756,-0.6201892226844657,3,-0.8177339465973219,-0.8915894197262932,-0.058284890797371494,-0.5952272282818631,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.5391662584750891,-0.3939381836990763,4,2,1,3,2,3,-0.3172160281645793,24301,-0.6780493930322936,0,16,3,1,0,0.09261965637887129,-2.171981830933257,3,0.651787937874638,1.0410954610370433,0.8730062991171511,0.8065414765793012,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.3201625558062908,0.7166099028849382,2,3,0,3,2,1,-0.08030233148186561,23553,-0.6780493930322936,0,12,3,4,0,-0.16451140099023315,2.4833959938131165,4,0.48850772848886465,1.0410954610370433,2.114727885669848,0.5261877356070683,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.42966440714069,-0.14714972001373974,4,4,1,4,1,1,-0.7139136709507914,6076,1.3242258334793007,0,19,3,2,1,0.34975071374797573,-1.3960855268088614,3,0.48850772848886465,1.0410954610370433,1.4938670923934996,0.5261877356070683,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-0.3201625558062908,-0.6407266473844129,4,3,0,3,2,3,0.007451351684018484,12740,2.5255909693862573,0,15,3,1,1,-0.678773515728442,0.1557070814399298,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1.7603726195472926,-0.270543951856408,3,3,1,4,4,3,1.7659246734294343,13514,0.12286069757234411,0,19,3,3,0,2.6639302300699153,0.1557070814399298,3,-0.32789331844000197,-0.8915894197262932,-0.3687152874355457,-0.3148734873096303,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
-0.7581699611438873,0.3464272073569334,3,2,0,3,2,3,0.015738019101620128,19558,-1.0785044383346125,0,11,3,2,0,-0.678773515728442,2.4833959938131165,3,-0.32789331844000197,-0.063295899399149,0.5625759024789769,-0.0345197463373974,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1.869874470881692,-0.8875151110697495,4,1,0,3,3,3,1.4971391789867141,24001,2.5255909693862573,0,12,3,1,1,0.6068817711170802,1.707499689688721,1,-0.4911735278257753,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.008342998196906572,-0.7641208792270812,3,3,1,3,3,3,0.6227895271038739,9606,-0.6780493930322936,0,15,3,3,1,-0.16451140099023315,-0.6201892226844657,3,0.48850772848886465,0.7649976209279952,1.4938670923934996,1.086895217551534,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.5391662584750891,-0.6407266473844129,2,3,0,3,1,2,-0.5464804933848915,20990,-0.27759434772997477,0,11,3,1,1,-0.678773515728442,1.707499689688721,3,-0.4911735278257753,-0.33939373950819707,-0.3687152874355457,-0.5952272282818631,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
-0.2106607044718917,1.950552221311621,3,4,1,2,3,2,0.9349206665002026,9129,0.12286069757234411,0,16,3,1,0,0.6068817711170802,-0.6201892226844657,3,0.9783483566461847,1.5932911412551394,0.5625759024789769,1.086895217551534,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
-1.9626903258222779,0.09963874367159682,3,1,0,2,1,2,-0.9867362597764455,6148,-0.6780493930322936,1,25,4,2,0,-1.3216011591512031,-0.6201892226844657,4,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,-1.1559347102263289,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
-0.9771736638126857,-0.8875151110697495,4,1,1,1,1,4,-0.6457080237443779,24737,0.9237707881769818,1,13,3,4,0,-0.8073390444129942,0.9316033855643254,2,-0.6544537372115486,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
-0.8676718124782865,-1.0109093429124179,3,2,0,2,1,3,-0.7867938484953392,23522,1.3242258334793007,1,19,3,3,3,-0.8073390444129942,0.1557070814399298,3,-0.6544537372115486,-0.6154915796172451,-0.6791456840737199,-0.5952272282818631,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.9938596602064987,-0.5173324155417446,4,1,1,3,2,4,-0.15530729554374717,20445,0.523315742874663,1,21,4,3,0,0.34975071374797573,0.9316033855643254,3,0.32522751910309133,0.48889978081894714,-0.6791456840737199,1.086895217551534,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.33684855220010396,1.827157989468953,3,2,0,4,4,2,1.421709257621366,17071,0.523315742874663,1,16,3,4,0,1.3782749432243935,-0.6201892226844657,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0.4463504035345031,-0.8875151110697495,4,1,0,2,2,3,0.06545802360722999,2112,-0.27759434772997477,1,17,3,1,0,-0.16451140099023315,0.1557070814399298,3,0.16194730971731802,0.7649976209279952,-0.6791456840737199,0.8065414765793012,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.2106607044718917,-1.0109093429124179,4,4,0,4,1,3,-0.8492625721049516,13301,0.12286069757234411,0,13,3,3,0,-0.5502079870438897,-2.171981830933257,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1.7603726195472926,-0.8875151110697495,3,4,1,4,4,2,2.144986588121776,19764,0.523315742874663,0,12,3,2,0,3.049626816123572,-0.6201892226844657,2,0.32522751910309133,1.0410954610370433,1.8042974890316739,1.086895217551534,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.8676718124782865,-0.6407266473844129,3,4,0,2,1,1,-0.9336165968431016,10007,-0.6780493930322936,0,13,3,3,1,-1.3216011591512031,-0.6201892226844657,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.22734670086570485,-0.270543951856408,2,3,1,2,5,4,2.7131545028568222,21141,-0.6780493930322936,0,15,3,1,1,1.2497094145398413,-0.6201892226844657,3,2.284590031732371,1.3171933011460915,3.3564494722225446,-0.3148734873096303,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.3201625558062908,1.3335810620982798,3,3,0,4,1,3,-0.832476758618015,21643,-1.0785044383346125,0,17,3,4,0,-1.193035630466651,1.707499689688721,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-0.6486681098094882,-0.7641208792270812,4,2,1,3,3,3,1.5239114891051195,13523,2.5255909693862573,0,12,3,1,1,-0.2930769296747854,0.1557070814399298,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.5391662584750891,-0.8875151110697495,1,4,1,2,2,1,-0.9193805271769655,19737,0.523315742874663,0,13,3,4,0,-0.2930769296747854,1.707499689688721,3,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,-0.0345197463373974,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1961773664814839,-1.0109093429124179,3,3,0,3,2,2,-0.02250813821038746,26767,-0.6780493930322936,0,20,4,1,1,-0.678773515728442,2.4833959938131165,1,-0.16461310905422863,0.21280194070989908,-0.3687152874355457,-0.0345197463373974,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1.0866755151470848,-0.6407266473844129,3,2,0,3,1,3,-0.8892085586308262,17808,-0.6780493930322936,0,19,3,3,0,-1.3216011591512031,-0.6201892226844657,3,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,-1.1559347102263289,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
-1.1961773664814839,1.7037637576262845,3,3,0,2,2,4,-0.4984603180931486,21436,1.7246808787816195,1,19,3,3,1,-0.8073390444129942,-0.6201892226844657,2,-0.8177339465973219,-0.6154915796172451,-0.6791456840737199,-1.1559347102263289,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.8676718124782865,0.7166099028849382,1,2,0,1,1,4,-0.9210803563908325,26933,-1.0785044383346125,1,18,3,1,1,-0.678773515728442,-0.6201892226844657,2,-0.32789331844000197,-0.063295899399149,-0.3687152874355457,-0.3148734873096303,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.5558522548689022,-0.8875151110697495,4,3,0,3,2,4,-0.5129088664110182,5718,-0.6780493930322936,0,13,3,2,2,-0.16451140099023315,0.9316033855643254,3,0.48850772848886465,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.4318670655440953,-1.0109093429124179,4,2,1,3,2,3,0.047822295513359835,14255,1.7246808787816195,0,12,3,4,2,0.09261965637887129,0.1557070814399298,3,-0.16461310905422863,-0.33939373950819707,-0.6791456840737199,-0.8755809692540959,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.6653541062033014,-0.02375548817107146,3,1,0,1,2,3,-0.24582320118216514,9489,2.1251359240839385,0,13,3,2,0,-0.5502079870438897,-0.6201892226844657,2,-0.4911735278257753,-0.33939373950819707,-0.3687152874355457,-0.3148734873096303,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0.33684855220010396,-1.0109093429124179,3,3,0,3,2,4,0.0021393853906840968,9060,0.523315742874663,0,17,3,4,1,0.09261965637887129,0.1557070814399298,3,-0.32789331844000197,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2106607044718917,-1.0109093429124179,3,4,1,2,1,1,-0.8611613766020206,21731,-0.6780493930322936,0,19,3,2,0,-1.0644701017820986,0.1557070814399298,3,-0.6544537372115486,-1.1676872598353414,-0.3687152874355457,-0.5952272282818631,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.8676718124782865,0.4698214391996017,2,4,1,2,2,2,-0.5265075001219541,23679,0.523315742874663,1,13,3,1,1,-0.16451140099023315,-0.6201892226844657,3,-0.4911735278257753,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.7748559575377005,-1.0109093429124179,2,2,1,2,3,1,0.8454671541204515,2326,2.5255909693862573,0,14,3,4,1,1.6354060005934978,-1.3960855268088614,3,2.1213098223465976,0.48889978081894714,0.2521455058408027,0.5261877356070683,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
